,Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed
3790,1,N1 To N9,1,307,0,3,1,2,7,2,2,2,2,3,1,8,0,41332,c992c6f97bb6cfb719fa9ccb3ef6e53b,0,We have fostered some puppies and they are ready for adoption. Please have a look. They are healthy and cute :) Update status on . : % nos of the puppies have been adopted. God bless,faf13c5cd,9.0,3
14275,2,Kecik N Adik,1,292,292,1,5,7,0,1,1,2,2,3,1,2,0,41401,ef3ac3e971a75dd74609c353f7eff61d,0,Jumpa di tempat pembuangan sampah dalam keadaan yang comot. Sesiapa yang prihatin dan berminat boleh email ke~ .. pickup sendiri di Wangsa Maju Seksyen 2. Save This Baby .. Their Need A Better Life .. tq.,808144591,1.0,4
10301,1,Spotty Pups,1,307,0,3,1,2,7,2,1,2,2,2,1,6,35,41330,ae074639038d443b2e63d09dc09f7b81,0,"Born on 25th April Healthy Nice spots If interested, contact me at. If noone picks up the phone, pls gv me a txt message, ill call u when im free. The adoption fees are for the mother dog to spay. Im currently a student n cnt afford to pay for spaying. Family doesnt like dogs.",72418da1c,0.0,0
14306,2,Ibu Dan 4 Anak,1,265,0,3,1,0,0,1,2,2,2,2,1,5,0,41324,e6ea7180b4e5320b0006e6e2f65397d9,0,Ibu kucing ini di buang di rumah aku pada pertengahan bulan puasa dalam keadaan bunting. Selamat melahirkan anak yang berusia lingkungan sebulan setengah. Di alu-alukan untuk mengadopt satu keluarga ini sekaligus kerana emaknya seorang yang sayangkan anak-anak. Berminat boleh emel kepada aku di Terima kasih,7d52177d6,5.0,3
13245,1,Doggie RP3,2,307,0,1,1,0,0,2,1,2,2,2,3,2,0,41401,b770bac0ca797cf1433c48a35d30c4cb,0,Rescued by Ms Phua. Male-2 black puppies about 2 mths. cat eat dry food + wet food. not yet vaccine+deworm. hope an animal lover can give them a sweet home.already adopted one puppy on . still available one puppy to be adopt.,b66a5bd9d,2.0,2
807,2,Felix & Porridge,6,266,0,1,6,0,0,2,1,1,1,1,1,2,0,41401,53482c4da217ccabd5b6926613e9b15e,0,"Felix and Porridge are non-biological tabby brothers. Felix is a silly kitten - he does a lot of funny stuff at home (look how he poses in those pictures), and do things cat usually not doing, such as eating vegetables! Porridge, on the other hand is a lovely and timid younger kitten, but being brought up by his elder brother - Felix, we foresee he sooner or later to become like one too. If you are keen to adopt this pair of funny brothers and bring some joy to your family, please drop us a message or give us a call!",4f502df1a,5.0,4
6592,1,Poppy And Papi,2,307,0,1,1,2,7,2,2,2,2,2,1,2,0,41327,1d0b25a46e557cfd8bf9207ce7b0d054,0,looking for a loving home and owner....,a996f1370,3.0,2
3761,1,Construction Puppies,5,307,0,3,1,2,7,2,2,1,1,1,1,3,0,41326,e2fa9e8c3a7c8e1d210c3d9154a0a26b,0,"They were born in the construction area about 5 months ago and the mommy dog is walking on 3 legs. The guard in the area used the mommy guard as a guard dog but the person that rescued the mommy dog 1.5 yrs ago has just retired recently. No 1 going to take care of them anymore and with the retired guard's help, we managed to get the 3 puppies and the mommy dogs and managed to spay and neuter them recently. The mommy dog is going home with the retired guard that stay nearby. The 3 puppies are boarded at my friend's pet shop. Very playful, alert and obedient.",3b2f6d5b2,5.0,2
823,2,Pancho & Tita,3,266,0,2,1,7,0,2,1,2,2,2,1,12,0,41326,fd03fd9f89f386348188724b5a57d5c2,0,"Pancho and Tita are 2 adorable, playful kittens. They can be shy at first but once they get to know you they are the sweetest pets anyone could ask for. Available for adoption now. They are very, very close so we are looking for someone who can take them both.",7acaea66e,4.0,2
13123,1,Cash & Mac,2,307,307,3,5,0,0,2,1,1,1,2,1,2,0,41326,ed16eed057fd0138d616f9aac53c3c9c,0,"These 2 are sibling found in Berkeley in Klang and are very adorable, i was told it has another 6 siblings which was adopted by people staying nearby and 2 are left, i decided to take them as they are already running around might suffer the risk of being run down by moving vehicles. They are adorable, playful and extremely adorable. The female is smaller in size and is full cream in color whereas the male is slightly bigger in size and has light brown patches/marking all over the body. Both are very attached to each other so if preferably i'd like them to be adopter together, but if you however can only manage one, it'll be good enough as long as you can provide a loving home and care. I'd like them to be spayed at 6 months old too to prevent future pregnancies and also because spaying them will eliminate the risk of uterus and testicular cancer in the future and in turn they will be healthier and have less health complications. Please call me to provide them a loving home today :)",9a48cc316,6.0,4
4390,2,Dumass,12,266,0,2,1,2,7,2,1,1,1,2,1,4,0,41326,f6588ebd0fae360763afd75b3e858518,0,Dumass is mother with 3 kittens. 3 kittens are for adoption as well finding family that is willing to adopt this whole family together,1965d2288,5.0,2
12591,1,Puppiezzzz,2,141,213,3,1,2,5,2,2,2,2,2,1,6,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Six cute healthy female pups looking for good homes. Their mother is a lab cross, medium size. Vaccination and neutering compulsory, cost to be borne by adopter. Please call if you can give them a good home",e6d60a265,1.0,2
8411,2,"Kontot,Manis,Dara,Hensem",4,266,266,3,2,4,6,1,1,1,1,2,1,4,0,41401,756ea42ad3c5d37e0f449cfd69ede6c3,0,Saya jumpa anak kucing dan ibunya di kedai buku.Semuanya sihatTetapi ibu dan dan anak agak liar sedikit dan takut dgn bunyi yg kuat dan takut dgn orang kadang2..so kena takle softly..Tujuan saya ambil anak dia supaya dapat tempat tinggal yg lebih baik untuk sementara iaitu ditempat kerja saya...dan saya telah pun mandulkan ibunya demi kebaikan...sekarang anak2 kucing masih ditempat kerja saya...tetapi tidak sesuai untuk tinggal jangkamasa lama...so harap dapat adopter secepat yg mungkin,13e0627dc,4.0,4
10235,1,Puppy For Adoption,1,307,0,3,2,4,5,2,2,2,2,2,1,10,0,41326,c7b8290120799422772ee8ec043e0b97,0,"1 puppy left only! There are 10 puppies, 5 boys and 5 girls found at the carpark in PJ, Kuala Lumpur. They are 2 weeks old and will be ready for adoption at 6 weeks of age, after the vaccination. They are healthy, yesterday they were checked by the vet.",cc22a5abf,4.0,2
781,2,Cute Stray Cats,24,243,266,3,1,4,7,2,2,3,3,3,1,3,0,41401,376858ca461d35cadc69f3544505579e,0,they are all stray cat but healthy,3f5f5782f,1.0,4
4848,2,Adik Dan Kakak,2,266,0,3,2,4,7,1,1,2,1,2,1,2,0,41326,d835d7d98b94ec261d6d889a39eaed73,0,"Dearest all.. 2 siblings up for free adoption - Adik n Kakak, need serious adopter only. both 2 months++, the one with jambul is an odd-eyed male and the other one is tricolor female. both are very healthy and active. Preferably adopter to adopt both as they are a term. only on deworm.. They urgently needs to be rehomed and new owner must be a cat lover and has cat friendly home. Those who are interested..pls do email or call(Kak Ina). Serious adopter only! Location: Bandar Tasek Selatan.(Self-collect)",15a06cb97,5.0,2
11293,2,Flower,1,266,0,3,3,7,0,2,1,2,2,2,1,5,0,41401,5e21416ee557e7470d1113dd98a7e3ae,0,"5 lovely kittens were born on the territory of Embassy. All are very cute, active and happy. Waiting to be adopted by responsible pet lovers. Indoor only. Vaccinations is compulsory. No Cage Confinement. Please contact: tel:; tel:-;",e1c66420e,3.0,2
4116,1,âª Moomoo's Babies âª,2,307,0,3,1,2,5,2,1,2,2,2,1,6,0,41336,d73b10f170720b7edc3c12fc93b1fc63,0,"Very grateful that after a week of interview and meet up with all potential adopter, all six babies found their home with lotsa loves! Thank you to all who choose adoption instead of buying :) --------------------------------------------- Free adoption but vaccinations and neutering surgery for the puppies are a MUST. We will follow up with adopters for the vaccinations and help to schedule neutering surgery when the pups are old enough. **** IMPORTANT!! **** % of puppies make a lot of noises and cry a lot for the first few days or weeks when being adopted. Because they're being separated from their mother and siblings and also unfamiliar with the new environment. They are % exactly like a small little human babe - cry when they wanna pee and poo, when they feel hungry or because of insecure, and YES - for sure they will cry in midnight time. Adopter need to understand that and please only adopt when you're ready to spend time and energy in raising them up. For sure puppies are cute BUT at the same time they are not easy to take care of too. **** **** **** **** **** We named the mommy dog Moomoo. Yesterday midnight she was found sitting weakly at the roadside, heavy breathing, drooling, no appetite, having high fever, stiff muscle and couldn't stand or walk properly. We sent to vet clinic immediately and found that she suffered from deficiency of blood calcium after giving birth. Immediate treatment was given and her condition been stabilized today but she's still very weak. We went back to her colony and found 6 of her babies hiding under a car. Moomoo're not allowed to feed her babies anymore if not she will lack of calcium again. We took all 6 babies home and taking care of the mom and babies in different places now. We really need to find all the babies a forever home filled with love and care urgently. Please, ADOPT instead of buying. A home means a lot to them. Interested to adopt? Please kindly read our requirements: - No tying/caging for long period - On leash when bring dog out - Keep dog indoor all the time - Agree to bring pet for yearly vaccination - Provide balanced meals and fresh water all the time - Allow for home visit - Love and treat them like your own precious family members Please give a home to Moomoo's babies ♥",c2aeb6a1f,20.0,1
10127,2,"Bobot, Momot, Kokot & Nini",3,299,265,3,6,0,0,2,2,2,2,2,1,3,0,41326,ca58077c7cd1124f91f76ec54937aaea,0,This kitten were rescued. They need a home. I already have 5 cats so I don't have enough space and I am working. Please adopt them.,50bbe8e31,7.0,2
5101,1,Fallen Angel,17,307,0,3,1,2,5,2,1,2,2,2,1,4,0,41326,2dea9d1be190e7ccb927bbbab3c43c6f,0,"Hello, do you mind help me to share ? --------------------------------------------------- *This is your CHANCE to help them.* *CHANCE for them to live.* I just need to lend a small space in your house and I will provide cage if needed. - 2weeks old puppies needed a temporary place to stay as the current safe place is not so safe in the long term. If they can walk I believe they will run over by car. - I just need someone to help me keep them until they can get vaccination. (about 12weeks left). - The mama dog will be neuter asap after she finish feeding her pups and look for good owners that will never throw them away. - Help share at least if thats the best you can help. Location: SS15 Subang Jaya Hp number :",b12e22341,5.0,4
7039,2,Coco & Suri,2,266,0,3,4,6,7,1,1,2,2,2,1,2,0,41401,7f54dccedc8a04fbd99a0b658439eec3,0,Love my furkids..,1b59f9f38,7.0,3
6780,2,Two Cutie Kitties,2,266,0,3,1,4,7,2,1,2,1,2,1,2,0,41401,7f6907f91e632721c042872be8dc619d,0,These 2 little cuties was given birth by a stray cat in a household that has too many cats and thus the house owners couldn't take care of any more kittens. Please adopt them and give them a loving home.. P/S: the kittens are with their fosterer Mrs Lim. Interested parties can contact her directly at. ^^,5a3ea9e8a,4.0,3
11296,1,All Puppies  .,2,307,307,2,3,0,0,3,2,2,2,2,1,6,0,41336,bbf1dfde968465997790671e75656247,0,7 weeks old puppies available immediately for adoption. Both parents are rescued dog. Make your choice selection early to avoid disappointment. Whatsapp me at,e6292a7b6,5.0,3
3074,1,Unamed,3,307,0,3,2,5,0,2,2,2,2,2,1,2,0,41326,ab1fdf3f80d37f76674473cab07c8bbd,0,"Cute and Active, In need of a perfect home.",bfa54aa27,1.0,2
7761,2,Messy,3,265,0,2,2,4,7,2,2,2,2,2,1,2,0,41401,769347925e8c0a3d5e68ba09169a965f,0,"Borned in early Feb, . There were almost 3 months old. Its a mix breed and slighly long with unique feature as well.",45c278a7d,2.0,2
2904,1,Puppies,1,179,307,3,1,2,0,2,2,2,2,2,1,5,0,41326,5c10628e55b62cdbf01d17b9912cd1ae,0,Cute and active dogs..,be84c367d,0.0,3
11608,2,"Snowy, Panda & Lady",3,266,285,1,1,2,7,1,2,2,2,2,1,3,0,41330,68610f668ae5881bf4c0fbd509ffe876,0,"These boys are playful and eats a lot, cant afford to buy food for them..",a688a434e,6.0,4
435,2,Kitten,1,265,0,3,2,3,0,1,2,2,2,2,1,2,0,41326,b0d56985f52d0d72d4d41f9da3d10e65,0,"Healthy. Available b(KIV),c and e only. Can only be adopt by early or middle May. Advisable to adopt in pair or it will be great can adopt all 3 of them. Thanks.",03d59fc21,3.0,1
7478,1,"Pippi, Pandora, Paige, Gina, Gaia, Gypsy",2,307,0,2,1,3,5,2,1,3,3,3,1,6,0,41327,cccb18b8f8b81862f9a1ebc65d651d22,0,"18 puppies found in a very unsafe place, currently some volunteers are trying to move them, so far they have rescued 7, one has been adopted. Two mothers one already gone missing, they are trying to find her, too sad. Neuter neuter neuter, adopt dont shop Find a safe place, provide some land, feed, help Do something!!!",c61869b9b,1.0,4
